protein1,protein2,label
P38701,P40026,0
P24870,Q02749,0
P25451,Q12441,0
P32525,P38751,0
P08536,P39704,0
P36075,P53969,0
P0CX70,Q04410,0
Q04549,Q05930,0
P47988,Q07738,0
P43538,Q03786,0
P53437,Q12477,0
P07261,Q06675,0
P0CX10,Q08811,0
Q03723,Q12248,0
P40522,P47062,0
P47034,Q07821,0
P47771,Q06349,0
P0C5E1,P53330,0
P36058,P47019,0
A0A023PXL1,P25608,0
P17260,P32487,0
P20433,Q12355,0
Q06390,Q3E7A9,0
P40885,P43635,0
P38311,P38792,0
P16522,P40988,0
P25613,P40335,0
P49626,Q3E792,1
P81450,Q12165,1
P0CX55,Q08900,0
P38784,Q04947,0
P0CX76,P40501,0
P40545,Q3E705,0
P11927,P38355,0
P36082,Q12250,0
P32453,P39007,0
P49090,Q04739,0
A0A023PYH0,P17076,0
Q02486,Q12149,0
P38629,Q12047,0
P0C5P0,P43621,0
P36093,P43596,0
Q03144,Q05812,0
P40565,P53331,0
P31373,Q05676,0
P17123,P39545,0
P28239,P53324,0
A2P2R3,Q05636,0
Q08986,Q12457,0
P39543,P40561,0
P47083,P53936,0
P20050,P53929,0
P53842,Q08977,0
Q02767,Q08412,0
Q02590,Q08689,0
P38061,P53145,1
P09064,P53864,0
Q12378,Q6Q546,0
P0CX26,P38701,1
P40215,P40507,0
P06775,P34072,0
P42841,Q8TGP5,0
A0A023PZK4,P22136,0
P26798,P47026,0
P06839,P09201,0
P0CX50,P38861,1
P0CX45,P40024,1
P0CL42,P0CX91,0
P07250,P53249,0
P25454,Q12499,0
P07275,P47175,0
P0CL30,Q12067,0
P43562,Q99299,0
P38331,P38876,0
P38085,Q08373,0
Q03103,Q3E805,0
P40452,Q02516,0
P05318,P05756,1
P25340,P53241,0
P25567,P52920,0
Q02908,Q03653,0
P06780,Q03104,0
P32611,Q01163,1
P38282,P53064,0
P32356,P40988,0
P40486,Q12449,0
P35192,Q08179,0
P39990,Q07350,1
P41895,Q12457,0
Q12510,Q8TGJ3,0
P53082,Q08412,0
P0CX78,P25561,0
Q02754,Q07904,0
P0C272,Q08910,0
P47031,Q12185,0
P05739,P0C0X0,1
P43573,Q3E819,0
P16622,Q6B0W2,0
P53881,P53921,1
Q07551,Q12130,0
P38910,Q12351,0
P50084,P53752,0
Q12378,Q8TGL8,0
P16550,P48566,0
P50088,P53852,0
P54837,Q02659,0
Q04437,Q3E7B3,0
P47156,P53173,0
P32494,Q03330,1
P22336,P34223,0
P32861,Q02159,0
O13545,P47190,0
P53256,P53820,0
P38302,P40096,0
Q06107,Q07534,0
P38626,Q08004,0
P0CX54,P41058,1
P48527,Q12001,0
P32806,Q02554,0
P14066,Q12249,0
P47912,Q03783,0
P38303,Q03898,0
D6VTK4,P32769,0
P47080,P49573,0
P12688,Q3E809,0
P00425,P34217,0
P53176,Q02754,0
P40169,P53685,0
Q03482,Q12492,0
P46950,Q08966,0
P06243,P38350,0
P06784,P38694,0
P16370,P25046,1
P19541,P32435,0
P50086,P53297,0
P41543,Q08496,0
P40857,P46998,0
P38070,P43600,0
P38704,Q12355,0
P36102,Q12309,0
P38299,P39010,0
P38825,Q06150,0
P0C5L1,Q08826,0
P38140,Q8TGT4,0
P38042,Q03144,0
P38166,P53155,0
P23394,Q3E823,0
P09620,P47822,0
P09457,P81450,1
P36010,P47030,0
Q06162,Q99393,0
P16658,P40583,0
P18888,Q99312,0
P43606,Q12173,0
P07257,P47081,0
P47133,Q08503,0
P14126,P49166,1
P53312,Q01684,0
P31383,Q08976,0
P18562,P53875,0
P38956,Q12320,0
P27796,P40464,0
P32379,P40353,0
Q00539,Q07993,0
P33550,P38011,0
Q04053,Q12418,0
P28834,Q08144,0
P36147,P40535,0
P53746,Q99332,0
P41814,Q12034,0
Q12326,Q12481,0
P40956,Q12531,0
P32859,Q08915,0
P25362,Q08842,0
P40040,P51601,0
P25646,Q04067,0
P33203,Q05530,0
P0CX30,Q12334,0
O13515,P38358,0
P41817,Q99369,0
P46990,Q01855,1
P42940,Q3E762,0
P0CX44,P10664,1
Q07950,Q12208,0
P53192,P54003,0
P03873,P07249,0
P0CX33,Q02873,0
P18414,P38757,0
P37267,Q07799,0
P53293,Q06567,0
P14741,P53737,0
P46962,Q12477,0
P07246,Q12149,0
P53276,P53852,0
P39938,Q8TGN4,0
Q2V2P0,Q6B0Y7,0
P32448,Q12187,0
P0CH08,Q08683,0
P36093,P47062,0
O13539,Q12000,0
P0CY13,P53061,0
Q03796,Q12505,0
P0CL25,P38884,0
A0A023PZE1,Q3E742,0
P23291,Q12421,0
P38302,P47147,0
P32474,P43568,0
P38264,P39992,0
P40449,P49166,1
P53296,Q06580,0
P05747,P49166,1
Q03772,Q12746,0
P39012,P53012,0
P53820,Q04602,0
P41921,Q03885,0
P26309,P38112,0
Q03913,Q12146,0
P35843,Q06168,0
P36080,P47126,0
O74700,Q08952,0
P53831,P87281,0
P40858,Q02608,1
P32318,P53063,0
P40470,Q12149,1
P32842,P38269,0
P26725,P61830,0
P35997,Q06512,1
P36080,Q05902,0
P53843,Q07410,0
Q08650,Q12412,0
P32561,Q03212,0
P36129,Q12320,0
P32366,Q03144,0
P32601,P53889,0
P08468,Q9ZZW7,0
P25036,Q8TGQ2,0
P14724,Q12379,1
P38202,P39978,0
P05748,P38861,1
Q02892,Q06551,0
P25621,P38263,0
P36060,P38303,0
P32613,Q12129,0
P32495,P60010,0
P0CE91,P36087,0
P10363,P38711,0
P0C2I8,Q12434,0
P08459,Q08416,0
Q00776,Q12030,0
P07249,P12962,0
P41835,Q6Q546,0
P30902,Q07748,0
P38070,P53203,0
O13588,P47028,0
P40564,Q04600,0
O13532,P19414,0
P22434,P25601,0
A0A023PZH1,Q12168,0
P46987,Q05892,0
Q03795,Q04430,0
P53097,Q99345,0
P0CX55,P25368,1
P18412,P45820,0
P09950,P32339,0
P36093,Q12442,0
P12611,Q12469,0
P37012,P41817,0
Q00246,Q00453,0
P05317,P33442,1
P17123,P53152,0
P38083,Q02732,0
P53879,Q03530,0
O13537,P0C5P4,0
P49954,P53824,0
P0CE86,Q08215,0
Q03201,Q08179,0
P0CX42,P47075,0
P33399,Q08745,0
P12687,Q04383,0
P43593,Q04066,0
P0CL31,P32800,0
P40032,P40359,0
P25630,P28495,0
Q12341,Q6Q571,0
P00912,Q06053,0
P06115,Q06504,0
P46962,Q03856,0
Q12167,Q3E806,0
Q06151,Q99216,0
P35996,Q06090,1
P38077,P60010,0
P25627,P33399,0
P47821,Q06032,0
P53079,Q08285,0
P40553,P43609,0
P04801,Q03322,0
Q12161,Q12171,0
P46655,P53302,0
P08456,P32562,0
P53538,Q06135,0
P38327,P40582,0
P07807,P23796,0
P36030,Q12377,0
P36049,Q07896,1
A0A023PZ94,P53227,0
P08525,P38898,0
P38212,P53257,0
P38930,Q08182,0
O13576,Q06159,0
P00724,P40218,0
P16658,Q3E819,0
P40496,Q08920,0
P47988,Q03796,0
P07251,Q07904,0
P40010,Q08962,1
P18562,P53141,0
P14127,P25378,0
I2HB52,P14164,0
A0A023PZE6,P25579,0
P39972,Q12020,0
P00331,Q06216,0
P23642,P36147,0
Q04201,Q12358,0
P0CX37,P25359,1
P38431,P48589,1
P54780,Q08745,1
Q03063,Q04458,0
P87263,Q12343,0
P25641,P38791,0
P06197,Q12293,0
P36100,Q9ZZW4,0
P38634,P54854,0
Q04005,Q12117,0
P53210,Q02948,0
P38627,Q08222,0
P43550,P53967,0
P00931,P32356,0
P38633,P53200,0
P0CX30,P41805,1
P23180,Q00362,0
P40204,P53054,0
P47163,P50277,0
P36129,Q04210,0
P46985,P53092,0
P36089,P38845,0
P25625,P36078,0
P06839,P41895,1
P32474,Q08421,0
P53040,Q12060,1
Q04033,Q08119,0
P47110,P53822,0
P40470,P53161,0
P0C0V2,Q6Q5X2,0
P38879,P53939,0
P21691,Q12368,0
Q04066,Q9P305,0
Q06333,Q08975,0
P53190,P53245,0
P0CX56,Q12277,1
P39981,Q6B0Y8,0
P40565,Q08045,0
P27680,Q06247,0
P09232,P23301,0
P03881,P18238,0
P50080,Q06686,0
P05694,P53615,0
P27999,P38748,0
P05743,P53295,1
P05743,P40010,1
P39709,P50076,0
P21304,Q6B0Y7,0
P03879,P87266,0
O75012,P53334,0
P12904,Q9ZZX9,0
P38884,Q03446,0
P0CH09,Q03322,0
P53065,Q3E790,0
Q03973,Q08245,0
P0C5S0,P39010,0
P38729,Q12116,0
A0A023PYH8,Q3E764,0
P13712,P40152,0
P32459,Q02896,0
P22434,Q02457,0
P0CX24,P43586,1
Q03205,Q9ZZV8,0
P33310,P53742,0
P36059,Q07362,0
P15705,Q03308,0
P04840,P39988,0
P32389,P43549,0
P39992,P49775,0
P32785,P53060,0
P00958,P53168,0
P32351,P47082,0
P32502,Q12309,0
P0CE86,Q12457,0
O13574,P53128,0
P0C2H6,P41805,1
P25640,P57744,0
Q02770,Q03375,1
P47076,P53182,0
P53319,Q03941,0
P43635,P53955,0
P24000,P38314,0
Q04399,Q04636,0
P32612,P87280,0
P10622,P38347,0
P38265,Q06053,0
P25333,Q8TGP4,0
P07267,Q03323,0
P25039,P53146,0
Q02908,Q06336,0
P26785,Q08826,0
P17065,Q12077,0
P38212,P53237,0
P36137,P42840,0
P53292,Q3E744,0
P36084,P39999,0
P0C2J6,P0CY01,0
P22936,P53897,0
P40466,P48412,0
P36108,P39978,0
P53058,Q3E754,0
P36163,P47020,0
P12688,P13298,0
P32901,P40019,0
Q12155,Q12243,0
Q03904,Q08278,0
P38307,P53839,0
P32471,P53834,0
P38801,Q06506,1
P02557,P0C268,0
E9PAE4,Q07804,0
P38143,P38251,0
P39952,Q12331,0
P47111,P54839,0
P14682,Q3E784,0
P18496,P38151,0
P0C289,P32471,0
P25646,P38903,0
P47977,Q02260,0
P53066,Q8J0M4,0
P06787,P39924,0
A0A023PYD0,P0C268,0
Q03419,Q08979,0
P32342,Q02326,0
P40354,Q06543,0
P11632,P38960,0
Q04121,Q12418,0
P22804,Q92328,0
P40573,P52286,0
P49166,Q06511,1
P53268,Q06623,0
P50263,Q04053,0
P38335,P38903,0
P39990,Q08202,0
P40542,Q08580,0
P36152,P37303,0
P26785,Q12080,1
P25654,P53323,0
O94742,P21242,1
P23394,P54999,1
P0C5R6,P38741,0
A0A023PXK2,P38756,0
P18898,Q07457,0
P04456,Q04203,0
P22217,Q12143,0
P18414,P32895,0
P38304,Q04674,0
P36024,P46963,0
P32317,Q12468,0
P47086,Q12458,0
P40066,Q04371,0
P10356,P38260,0
P53284,Q3E7B5,0
P39541,Q12044,0
P34221,P87284,0
P46955,Q02864,0
P36164,Q08058,0
P32191,P38806,0
P40217,P43534,0
P50264,Q04629,0
P39563,Q12145,0
A0A023PXJ3,P21705,0
Q07896,Q08216,0
P53174,Q07951,0
P32486,P39515,0
A0A023PZK4,P22108,0
P38175,P38316,0
P0CX48,Q01855,1
Q02884,Q08601,0
P25639,P32772,0
P10663,Q12492,0
P35733,P47128,0
P41338,P53224,0
P46670,Q8TGN4,0
Q07951,Q9P305,0
P38635,Q03482,0
P38199,Q04740,0
Q02866,Q12342,0
P33893,P47106,0
Q06817,Q12216,0
P0C0W1,Q06506,1
P36036,Q05451,0
P04803,Q06466,0
P04147,P13483,0
P0C5M4,P29056,0
P40958,P48239,0
Q03795,Q12198,0
P23180,Q12107,0
P35198,Q12026,0
P23644,P50110,1
P38180,P40465,0
P47119,Q6Q5K6,0
P11632,P21242,0
P0C5P5,P43548,0
P11745,P21826,0
P25576,P50112,0
P38969,P53960,0
P54199,Q12230,0
P24783,Q04636,0
P53226,Q2V2P2,0
P40005,P42884,0
P32332,Q07732,0
P11484,P23285,0
P32905,P40440,0
Q04894,Q12359,0
P41816,Q2V2P7,0
P39551,Q08981,0
P12688,P53723,0
P39534,Q02950,0
P40083,Q03178,0
P54857,Q3E819,0
P32901,P40088,0
P53290,Q06216,0
P32569,P40422,1
P43595,Q12132,0
P22148,P31787,0
P26309,P38109,0
P17505,P80967,0
Q07951,Q12282,0
P32435,P38112,0
P47185,Q12047,0
P06197,P38077,0
P38872,Q08235,0
P53867,Q12517,0
P38352,Q03904,0
P43599,Q6B0Y8,0
P21965,P25602,0
P27825,Q12438,0
P47093,Q12122,0
O13512,Q12171,0
Q03919,Q12000,0
P47044,P53133,0
P40959,P53831,0
P06700,Q12454,0
P38344,Q08989,0
Q08532,Q08745,0
P32629,P38281,0
P00958,P27697,0
P53725,Q12136,1
P14066,P40483,0
P36150,Q03083,0
P32564,Q02724,0
P36131,P53189,0
P39564,P47080,0
P36038,P38228,0
P02407,Q08444,1
P87266,Q12322,0
P15019,P40088,0
P05375,Q07913,0
P25562,P53339,0
P53932,Q03759,0
P53156,Q12060,0
P36173,Q12108,0
Q06389,Q9URQ3,0
P28321,Q04923,0
Q05863,Q3E7A9,0
A0A023PZM3,P31376,0
P38237,P40465,0
P24482,P38335,0
P36031,P36140,0
P38701,Q12261,0
P38122,P47018,0
P35195,P47062,0
P40063,P53205,0
P36079,Q03559,0
Q07530,Q99219,0
Q04149,Q04930,0
P28004,Q08096,0
Q05583,Q9ZZW7,0
P40060,Q06188,0
P28274,P47025,0
P38885,P53281,0
P47031,P53838,0
P0CL31,P21827,0
P32828,P38209,0
P23180,Q06504,0
Q00916,Q05998,0
P32451,P47096,0
A0A8D9PCQ4,Q05979,0
Q02574,Q07950,0
P40522,Q03233,0
Q07928,Q12041,0
P38702,Q04493,0
P26321,P48589,1
P0C5R5,P23641,0
P05756,P41805,1
P52553,Q04329,0
Q02205,Q99190,0
P38327,Q12412,0
P36519,P53141,0
P32799,P53630,0
P53102,Q06071,0
P32598,Q8TGR5,0
P0CX62,P36002,0
P19073,P36527,0
P32914,Q03829,0
P32602,P47014,0
P41895,Q08278,1
P42844,Q12392,0
P53191,Q12746,0
Q08058,Q2V2Q1,0
P34224,Q03020,0
P38161,P53166,0
P53438,P53867,0
O13550,P38902,0
P47912,Q06134,0
P28737,P36033,0
P47988,Q12098,0
P22007,Q12171,0
P08466,P40582,0
Q02939,Q07904,0
O75012,P25642,1
P39005,Q06340,0
P0CX47,P41058,1
P35195,Q06563,0
P43551,P61830,0
P53113,Q04344,0
P38309,P53157,0
P32468,P38206,0
P04650,P53927,1
P53146,Q05676,0
P38994,P87285,0
P10174,P53745,0
Q08750,Q96VG5,0
E2QC18,Q03771,0
P40008,Q12134,0
P40565,Q12368,1
P0CX85,Q12149,1
P36000,P38695,0
E9PAD6,Q01159,0
P53343,Q08199,0
P06773,P38829,0
P32582,P53172,0
P05737,P38760,0
Q03263,Q07629,0
P23542,P38071,0
P32357,Q3E791,0
P46988,P49334,0
P07281,P0CX36,1
P50947,Q08651,0
P38361,Q02864,0
P40545,P43589,0
O13568,P81451,0
P40082,P53888,0
P47190,Q03533,0
P32493,P48232,0
P36110,P38751,0
P38620,Q99278,0
P05759,Q05530,0
P0C2H6,P0CX34,1
P32630,Q04062,0
Q05998,Q6B2U8,0
P35727,Q02969,0
P13365,P28320,0
P40898,Q12096,0
P49018,Q04897,0
P0CX77,P29311,0
P38803,Q08004,1
Q08702,Q3E7A3,0
P23059,P40958,0
P04397,Q04951,0
P34222,Q12281,0
A0A023PXA5,P25036,0
P32323,P32832,0
P06169,Q08723,0
P54007,Q03080,0
P32559,Q2V2Q1,0
O13543,P17898,0
P06776,P17106,0
Q04835,Q12099,0
P0CX41,Q08746,1
P24869,P25596,0
P20436,P46999,0
Q03920,Q8TGR2,0
P40362,Q06822,0
O13579,P54785,0
P53153,Q12119,0
P47132,Q04368,0
P32486,P36137,0
P32582,Q12370,0
P40557,P53339,0
P40210,Q12122,0
P22211,P38772,0
P32807,Q12744,0
P32784,Q3E743,0
P40581,P53221,0
P53286,Q12328,0
P17122,P40100,0
P40580,P53979,0
P06208,P32473,0
P0CX70,Q12497,0
P32902,Q08967,0
P38744,Q07648,0
P20795,P36072,0
P38876,Q99332,0
P05747,P14126,1
P38260,P40152,0
P40024,P47044,0
P38182,P40344,1
Q06408,Q12218,0
P40522,Q03102,0
P04912,P13393,1
P38074,Q06991,0
P38204,P38623,0
P0C5R1,P43569,0
P32288,P40086,0
P06634,P53283,0
P28320,P32626,0
P53821,Q03034,0
P40202,P40481,0
P53087,Q08645,0
P11076,P32354,0
P06103,P47154,0
P32477,P38236,0
P43599,P43621,0
P19736,Q02202,0
P21243,P36093,0
P53632,Q12129,0
A0A023PXL1,P40898,0
P38284,Q08981,0
P23833,Q00618,0
P07281,P23968,0
P52489,P53103,0
P24000,Q04311,1
P38887,P40084,0
P38889,P53212,0
P38284,Q3E785,0
P31378,Q06244,0
P32339,Q08540,0
P39996,Q02217,0
P36121,P41734,0
P38156,Q08438,0
P50273,Q06683,0
P53824,Q07788,0
P40414,Q07729,0
Q03433,Q06537,0
P40359,P53889,0
P0CX25,P0CX45,1
Q03750,Q06440,0
P38286,Q06224,0
P01098,Q08484,0
P18494,P34248,0
P02407,P05737,1
P16649,P38273,0
Q04638,Q08287,0
P36113,P38758,0
P53972,Q04934,0
P0CX40,P0CX47,1
P13434,Q7M4S9,0
P05318,P43607,0
P25353,P26725,0
P00950,P38236,0
P39962,Q06267,0
P29952,P38758,0
P03069,P18899,0
P00127,P00427,1
Q06820,Q3E814,0
P0CX59,P48566,0
P41543,Q3E744,0
P19454,P26364,0
P39542,P87267,0
A0A023PYI5,Q06665,0
P32467,Q04223,0
Q02873,Q05473,0
P0C0V8,P39938,1
P27654,Q99186,0
P38298,P9WEJ4,0
P38886,P53307,0
P04786,P53074,0
P36092,P53269,0
P0CX34,P39705,0
P17891,Q05029,0
P46997,Q12424,0
P38222,P50947,0
P0CE93,Q06594,0
P38993,P50113,0
Q12459,Q99258,0
P26784,P38740,0
P47073,Q12044,0
P04786,P53171,0
P24309,P53898,0
Q06695,Q07928,0
P25574,Q12372,0
P23179,Q3E817,0
P53081,Q04675,0
P08593,P39516,0
P48365,Q04734,0
P40046,Q12310,0
P0CL36,P50088,0
P13099,P22202,0
P41948,Q9ZZW7,0
P0CX82,P34248,0
A0A023PXI4,P21826,0
P22214,P39005,0
P0CY08,P53863,0
P40212,Q03218,0
P09938,Q03051,0
P50861,Q08914,0
P53922,Q03784,0
P0CX42,P38701,1
P34243,Q3E785,0
P32190,Q12363,0
P39557,P53909,0
P0CX85,P38202,1
P22353,P53937,1
P21190,Q12378,0
P33893,P53209,0
P38342,P38792,0
P20433,P33329,0
P43132,Q05503,0
P40458,Q12143,0
P53691,Q92392,0
P06839,P32191,0
P14736,P47089,0
P38070,P39959,0
O13537,P19956,0
P07252,P38881,0
P10081,P38361,0
Q02872,Q08620,0
P43577,Q04172,0
P32432,P47113,0
E9PAE4,P53726,0
P47185,Q12284,0
O13531,Q12057,0
P0C5Q5,P53823,0
Q08412,Q12140,0
P47084,Q12402,0
O13525,P52290,0
P0C5N6,P39981,0
P13483,P35734,0
P0C2H6,Q3E792,1
P0C5N9,Q03446,0
P47159,Q08816,0
P87287,Q01519,0
P53717,Q7M4S9,0
P38292,Q08553,0
A0A023PZC7,P47117,0
P46950,Q06636,0
P42840,Q02590,0
P38216,P42943,0
P38292,Q07993,0
P13517,P38284,0
P07258,P40364,0
P39541,Q06160,0
P41913,Q12512,0
P40014,P53272,0
P53397,Q3E756,0
P27654,P53757,0
P0CX46,P14126,1
P06779,P40479,0
P20433,Q07747,0
P04147,Q07896,1
P25650,P42944,0
P38162,Q3E784,0
P38228,P53741,0
P25569,P40063,0
P36067,Q6Q571,0
P40055,Q03713,0
P53095,Q08416,0
P35497,Q01560,0
A0A023PZG0,P53379,0
P29496,Q04659,1
P35191,Q12155,0
P35997,P38701,1
P33203,P53864,0
P43561,P47093,0
P0C2H7,Q8TGR8,0
P38773,Q03446,0
P38842,P39704,0
P15992,P47156,0
P33401,Q12239,0
P38909,Q06252,0
P25332,P53906,0
P36118,Q04712,0
P47120,P54867,0
P36080,Q07651,0
P0CF00,P36034,0
P38241,Q06091,1
P38231,Q12226,0
P04912,P39713,0
P39965,Q3E765,0
P38343,P46957,0
P52867,Q04019,0
P14747,Q2V2Q1,0
P43562,Q6B0Y1,0
P0C5N3,P30605,0
P47101,Q8TGU2,0
P09007,P38887,0
P38701,Q04347,0
P53272,P57743,0
P33122,P49704,0
P04387,P47185,0
P47014,Q08990,0
P41056,Q08522,0
P80667,Q3E739,0
P36069,Q03187,0
P0CE00,Q12264,0
P49626,Q08990,0
Q06324,Q3E829,0
P03879,P53733,0
P38346,P49017,0
P38298,Q04431,0
Q08811,Q3E740,0
P53092,Q07716,0
P28777,Q06596,0
P01098,Q03330,0
P0C5R2,Q12426,0
P02406,P05319,1
P32610,P53759,0
P38130,Q08293,0
Q12341,Q9ZZW1,0
A0A023PXH6,P53040,0
P53311,P53974,0
P00729,Q08980,0
P21623,Q12140,0
P04387,P53736,0
P0CH63,Q12367,0
P36146,Q12469,0
P53108,Q12132,0
Q06251,Q12010,0
P13902,P36054,0
P20437,Q03942,0
P50263,Q03208,0
P38282,Q12420,1
P31412,P40521,0
P38180,Q8TGU6,0
P21705,Q06683,0
P25045,P25563,0
P0CX74,Q3E846,0
P30624,P46973,0
P53207,Q07362,0
P47188,Q04585,0
P38750,P40218,0
P0C2I4,Q02590,0
P53974,Q12507,0
P32642,Q06051,0
P39551,Q07872,0
P40956,P40970,0
P31379,P53150,0
O13569,P43540,0
O13578,P53044,0
P32468,P38166,0
P0CX13,P31377,0
P46944,Q12421,0
P0C5R8,P46943,0
Q08485,Q3E735,0
P38821,Q08543,0
P00445,P38869,0
P38145,P54074,0
P07250,P53749,0
P52871,Q06819,0
P34760,P43622,0
P53285,Q06104,0
P19736,P54007,0
P43617,Q03508,0
P05066,P17214,0
P38795,Q06160,0
P15367,Q3E7B7,0
P08431,P25353,0
P0CE90,P38787,0
O13546,P04650,0
P36151,P40344,0
P42935,Q12300,0
Q08560,Q3E746,0
P38816,P52491,0
P25299,Q03193,0
Q03483,Q3E746,0
P36528,Q08218,0
P29295,P40038,0
P20795,P32566,0
P39713,Q12215,0
P38871,Q04712,0
P36004,P40523,0
P33759,Q07458,0
A0A023PYH0,Q03375,0
A0A023PZE6,P20459,0
P00128,P0CX30,0
P07252,P53341,0
P0CX97,P43580,0
O13574,P40892,0
P25346,P38351,0
P32589,P39015,0
P39559,Q99395,0
P39946,P43537,0
P53304,Q3E736,0
P01119,P04650,0
P48565,Q04231,0
P19516,Q04399,0
Q12116,Q8TGS2,0
P07213,P19358,0
P38207,P53906,0
P26784,Q08689,1
P36151,Q08550,0
P53903,Q07953,0
P06774,P42838,0
P30775,P32910,0
P38216,P40549,0
P08536,P46991,0
P40885,P47128,0
P33328,Q01590,1
P32368,P41807,0
P0CY06,Q06493,0
P40086,Q02961,0
P27654,Q6Q595,0
P38757,P40588,0
P53717,Q02771,0
P06242,P32776,1
Q03940,Q08741,0
P0CX81,Q08811,0
P12612,P42943,1
P40035,Q12153,0
P38705,Q06675,0
P0C5Q4,Q04231,0
P0CX42,P25443,1
P0CX53,Q12690,1
P53820,Q03406,0
P53132,Q99278,0
P38064,Q9ZZX7,0
P38143,Q12497,0
Q06252,Q08958,0
A0A023PZD0,Q05676,0
P36124,Q12212,0
A0A023PXH6,P38772,0
P32900,P34760,0
P39529,P40990,0
P39718,P40473,0
P46950,P47157,0
P25042,P39106,0
P37254,P53187,0
P40024,Q08205,0
P32475,P36041,0
P30619,P43591,0
P38957,P53122,0
P0CL33,Q6B0X1,0
A0A023PXK7,Q07684,0
P0CW40,P38841,0
P32179,P40489,0
P47085,Q12514,0
P40441,P43589,0
P33308,P42946,0
P08432,Q8TGU2,0
Q03898,Q12390,0
P06634,P38238,0
P47008,Q12297,0
P40561,Q08913,0
P38203,P53388,0
P38715,P53956,0
P15705,P37020,0
P39967,Q12492,0
P38925,P53182,0
P38241,Q12047,0
P25586,P35206,0
Q02969,Q92392,0
P36039,P87282,0
Q04216,Q12431,0
P48560,Q06247,0
P36039,P38331,0
P40575,P54199,0
P40422,P41896,1
P02992,P34251,0
P13365,Q12326,0
P0CS90,P35723,0
P38831,P53289,0
P38222,P40503,0
Q06707,Q08321,0
P38283,P53281,0
P00175,Q05016,0
P22943,P36152,0
P38324,P54857,0
P25451,P40302,1
P40503,Q12032,0
P25613,Q08734,0
P53975,Q05506,0
P39684,P40958,0
P36120,Q12155,0
P32342,Q08993,0
P34248,Q04119,0
P06704,P17157,0
Q07881,Q12091,0
P40356,P53866,0
A0A023PXI0,P0C5L6,0
P07991,Q08913,0
P22354,P53305,1
Q03337,Q03579,0
P38757,Q12232,0
P33448,Q02326,0
P38620,Q03362,0
P53044,Q99312,0
P32579,P33333,0
Q06511,Q99234,0
P38711,P40362,1
P37838,P47188,0
Q12234,Q3E756,0
P53206,P53292,0
Q08220,Q12030,0
P39534,Q07993,0
Q05789,Q9ZZW1,0
P32465,Q02486,0
P53144,Q03703,0
P27999,P38146,0
P02992,Q04434,0
P53169,P53292,0
P46948,Q12035,1
P0CL32,P38128,0
P38066,Q07928,0
P0CD91,P38067,0
Q03976,Q3E7A9,0
P38887,Q05473,0
P48589,Q12213,1
P38862,P53073,0
P0CX17,P47059,0
P17555,P53746,0
P36140,Q3E816,0
P49960,Q06469,0
P0CX99,P53874,0
P25641,P39548,0
P53081,Q03677,0
P38841,Q02205,0
P38241,P47095,0
P32340,P89886,0
P53249,Q08723,0
P21243,P32473,0
P53137,Q12195,0
P40481,Q06707,0
P34234,P40507,0
P40959,Q04493,0
P05755,P0CX82,1
P87273,Q08651,0
P18408,P53333,0
P40549,Q02959,0
P14540,P25610,0
P40891,Q06524,0
P43639,Q06675,0
P10081,Q08909,0
A0A023PZB3,P42933,0
P38322,P40577,0
P47095,Q08622,0
P22214,Q04338,1
P38741,Q08224,0
Q03010,Q08923,1
P35735,P39970,0
P05749,P0CX82,1
P39525,P53286,0
P34217,P40219,0
P51402,Q05911,0
P32448,P87108,0
A0A023PYF7,Q12096,0
P17891,P35200,0
P53295,Q03281,0
P25616,P53298,0
Q3E816,Q99326,0
P06169,P25602,0
P25640,P33315,0
P20134,Q03935,0
P47182,Q12031,0
P32475,P40988,0
P32496,P53827,0
O13557,P14120,0
P15731,P21304,0
P19658,P38834,0
Q00764,Q2V2P6,0
P0CX97,Q05580,0
P37254,Q3E7Z4,0
Q04964,Q3E736,0
P01123,P23624,0
P40215,P53239,0
P53306,P53923,0
P40521,Q12247,0
P38813,Q6Q547,0
P0CX10,P36033,0
P29952,P36085,0
P23250,P38868,0
P05755,P32613,0
P04076,P19881,0
P32481,Q08027,0
A0A023PXG7,P40328,0
P07249,P30283,0
P53825,Q12296,0
P19882,P32335,0
P32770,P36001,0
P32572,P39927,0
A0A023PZJ9,P47163,0
P53390,Q2V2P3,0
Q03180,Q07799,0
P53162,Q06216,0
P32805,P40893,0
P28789,Q03375,0
Q04689,Q08491,0
P47096,P53233,0
P06115,Q04413,0
P38171,P46999,0
P36109,Q05949,0
P39975,P48234,0
P38956,Q6B0Y6,0
P25359,P38921,0
P38354,P40050,0
P36118,Q12318,0
P37267,Q04689,0
P17214,Q03429,0
P25573,Q04773,0
P38151,Q12212,0
P10355,Q08215,0
P28240,P38861,0
P46955,Q08222,0
P53313,Q03860,0
P40955,Q12339,0
P47009,Q8TGL3,0
P05375,P53307,0
P00724,Q03761,0
A0A023PZL7,P0CX13,0
A0A023PXE5,P49704,0
P0C0X0,P0CL38,0
P0CH64,Q08241,0
P02557,P14064,0
Q08241,Q99385,0
P40454,P53191,0
P40157,Q08954,0
Q08172,Q6Q595,0
P12695,P36001,0
P02309,P38131,0
A0A023PYE4,Q07613,0
P35725,Q04401,0
P22696,P32838,0
P0C0X0,Q3E754,1
P06245,P53549,0
P07703,P53975,0
Q08954,Q12340,0
